2019-08-19 16:39:00, Connection returned result: 1 
2019-08-19 19:05:23, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10592,"uptime":609263}'
2019-08-19 19:06:48, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10594,"uptime":609347}'
2019-08-19 19:07:51, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10595,"uptime":609411}'
2019-08-19 19:09:16, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10597,"uptime":609496}'
2019-08-19 19:10:20, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10598,"uptime":609559}'
2019-08-19 19:11:23, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10599,"uptime":609623}'
2019-08-19 19:12:30, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10600,"uptime":609689}'
2019-08-19 19:12:59, topic: ESP32, payload: b'{"msgtype":"alarmin","data":[{"beaconid":"ff6117525a5a95c6","downtime":"0"}],"zone":"1","counter":83,"uptime":609718}'
2019-08-19 19:13:30, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10601,"uptime":609750}'
2019-08-19 19:14:24, topic: ESP32, payload: b'{"msgtype":"alarmin","data":[{"beaconid":"ff6117525a5a95c6","downtime":"0"}],"zone":"1","counter":84,"uptime":609803}'
2019-08-19 19:14:34, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10602,"uptime":609814}'
2019-08-19 19:15:38, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10603,"uptime":609877}'
2019-08-19 19:17:56, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10605,"uptime":610015}'
2019-08-19 19:18:59, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10606,"uptime":610079}'
2019-08-19 19:20:24, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10608,"uptime":610164}'
2019-08-19 19:21:28, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10609,"uptime":610227}'
2019-08-19 19:22:31, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10610,"uptime":610291}'
2019-08-19 19:23:14, topic: ESP32, payload: b'{"msgtype":"alarmout","data":[{"beaconid":"ff6117525a5a95c6","downtime":"63"}],"zone":"1","counter":85,"uptime":610333}'
2019-08-19 19:23:35, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10611,"uptime":610355}'
2019-08-19 19:24:07, topic: ESP32, payload: b'{"msgtype":"alarmin","data":[{"beaconid":"ff6117525a5a95c6","downtime":"0"}],"zone":"1","counter":86,"uptime":610386}'
2019-08-19 19:25:00, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10613,"uptime":610439}'
2019-08-19 19:26:03, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10614,"uptime":610503}'
2019-08-19 19:27:07, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10615,"uptime":610567}'
2019-08-19 19:28:14, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10616,"uptime":610633}'
2019-08-19 19:29:15, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10617,"uptime":610694}'
2019-08-19 19:30:18, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10618,"uptime":610758}'
2019-08-19 19:31:22, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10619,"uptime":610821}'
2019-08-19 19:32:36, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56Mnf ","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10620,"uptime":610896}'
2019-08-19 19:32:57, topic: ESP32, payload: b'{"msgtype":"alarmout","data":[{"beaconid":"ff6117525a5a95c6","downtime":"64"}],"zone":"1","counter":87,"uptime":610917}'
2019-08-19 19:33:40, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10621,"uptime":610959}'
2019-08-19 19:34:43, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10622,"uptime":611023}'
2019-08-19 19:36:08, topic: ESP32, payload: b'{"msgtype":"alarmin","data":[],"zone":"1","counter":89,"uptime":611107}'
2019-08-19 19:36:08, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10624,"uptime":611107}'
2019-08-19 19:37:01, topic: ESP32, payload: b'{"msgtype":"alarmout","data":[{"beaconid":"ff6117525a5a95c6","downtime":"63"}],"zone":"1","counter":90,"uptime":611160}'
2019-08-19 19:37:11, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10625,"uptime":611171}'
2019-08-19 19:37:54, topic: ESP32, payload: b'{"msgtype":"alarmin","data":[{"beaconid":"ff6117525a5a95c6","downtime":"0"}],"zone":"1","counter":91,"uptime":611213}'
2019-08-19 19:38:36, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10628,"uptime":611256}'
2019-08-19 19:39:40, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10629,"uptime":611320}'
2019-08-19 19:40:33, topic: ESP32, payload: b'{"msgtype":"alarmout","data":[{"beaconid":"ff6117525a5a95c6","downtime":"63"}],"zone":"1","counter":92,"uptime":611372}'
2019-08-19 19:40:44, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10630,"uptime":611383}'
2019-08-19 19:41:50, topic: ESP32, payload: b'{"msgtype":"alarmin","data":[{"beaconid":"ff6117525a5a95c6","downtime":"0"}],"zone":"1","counter":93,"uptime":611450}'
2019-08-19 19:41:50, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10631,"uptime":611450}'
2019-08-19 19:42:51, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10632,"uptime":611511}'
2019-08-19 19:43:55, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10633,"uptime":611574}'
2019-08-19 19:44:59, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10634,"uptime":611638}'
2019-08-19 19:46:34, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10636,"uptime":611734}'
2019-08-19 19:47:38, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10637,"uptime":611798}'
2019-08-19 19:48:42, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10638,"uptime":611862}'
2019-08-19 19:49:57, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10640,"uptime":611936}'
2019-08-19 19:51:00, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10641,"uptime":612000}'
2019-08-19 19:52:04, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10642,"uptime":612064}'
2019-08-19 19:53:29, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10644,"uptime":612149}'
2019-08-19 19:54:33, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10645,"uptime":612213}'
2019-08-19 19:55:37, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10646,"uptime":612277}'
2019-08-19 19:56:52, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10648,"uptime":612351}'
2019-08-19 19:57:55, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10649,"uptime":612415}'
2019-08-19 19:58:59, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10650,"uptime":612479}'
2019-08-19 20:00:24, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10652,"uptime":612564}'
2019-08-19 20:01:28, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10653,"uptime":612628}'
2019-08-19 20:02:53, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10655,"uptime":612713}'
2019-08-19 20:03:57, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10656,"uptime":612777}'
2019-08-19 20:05:01, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10657,"uptime":612841}'
2019-08-19 20:06:26, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10659,"uptime":612926}'
2019-08-19 20:07:30, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10660,"uptime":612990}'
2019-08-19 20:08:55, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10662,"uptime":613075}'
2019-08-19 20:09:59, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10663,"uptime":613139}'
2019-08-19 20:11:03, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10664,"uptime":613202}'
2019-08-19 20:12:17, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","9000101189cefcb2","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10665,"uptime":613277}'
